title,link,published,summary
"Israel's Jenin operation amounts to war crimes, say experts - Middle East Eye",https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVscy1qZW5pbi1vcGVyYXRpb24tYW1vdW50cy13YXItY3JpbWVzLXNheS1leHBlcnRz0gEA?oc=5,"Thu, 13 Jul 2023 07:00:00 GMT","Israel's Jenin operation amounts to war crimes, say experts  Middle East Eye"
Abbas finds no love in Jenin as PA is accused of abandoning the resistance - Middle East Eye,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvcGFsZXN0aW5lLWFiYmFzLWplbmluLW5vLWxvdmUtcGEtYWNjdXNlZC1hYmFuZG9uaW5nLXJlc2lzdGFuY2XSAQA?oc=5,"Thu, 13 Jul 2023 07:00:00 GMT",Abbas finds no love in Jenin as PA is accused of abandoning the resistance  Middle East Eye
Netanyahu: Israel to work to prevent collapse of Palestinian Authority - Reuters.com,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L25ldGFueWFodS1pc3JhZWwtd29yay1wcmV2ZW50LWFueS1jb2xsYXBzZS1wYWxlc3Rpbmlhbi1hdXRob3JpdHktMjAyMy0wNy0wOS_SAQA?oc=5,"Sun, 09 Jul 2023 07:00:00 GMT",Netanyahu: Israel to work to prevent collapse of Palestinian Authority  Reuters.com
Israel files terrorism charges against two settlers in West Bank rampages - Reuters.com,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2lzcmFlbC1maWxlcy10ZXJyb3Jpc20tY2hhcmdlcy1hZ2FpbnN0LXNldHRsZXItd2VzdC1iYW5rLW1vc3F1ZS12YW5kYWxpc20tMjAyMy0wNy0xMi_SAQA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Israel files terrorism charges against two settlers in West Bank rampages  Reuters.com
"Rick Mena to lead 1898 & Co. Global Expansion to Europe, Middle East and Africa - Burns & McDonnell",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3LmJ1cm5zbWNkLmNvbS9uZXdzL3JpY2stbWVuYS0xODk4LWdsb2JhbC1leHBhbnNpb24tZXVyb3BlLW1pZGRsZS1lYXN0LWFmcmljYdIBAA?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT","Rick Mena to lead 1898 & Co. Global Expansion to Europe, Middle East and Africa  Burns & McDonnell"
Zeekr EVs Coming to Israel as Chinese Brand Enters Middle East - Bloomberg,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vd3d3LmJsb29tYmVyZy5jb20vbmV3cy9hcnRpY2xlcy8yMDIzLTA3LTEwL3plZWtyLWV2cy1jb21pbmctdG8taXNyYWVsLWFzLWNoaW5lc2UtYnJhbmQtZW50ZXJzLW1pZGRsZS1lYXN00gEA?oc=5,"Sun, 09 Jul 2023 07:00:00 GMT",Zeekr EVs Coming to Israel as Chinese Brand Enters Middle East  Bloomberg
"Italy calls for resumption of peace process amid tensions between Israel, Palestine - Middle East Monitor",https://news.google.com/rss/articles/CBMifmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxNC1pdGFseS1jYWxscy1mb3ItcmVzdW1wdGlvbi1vZi1wZWFjZS1wcm9jZXNzLWFtaWQtdGVuc2lvbnMtYmV0d2Vlbi1pc3JhZWwtcGFsZXN0aW5lL9IBggFodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzA3MTQtaXRhbHktY2FsbHMtZm9yLXJlc3VtcHRpb24tb2YtcGVhY2UtcHJvY2Vzcy1hbWlkLXRlbnNpb25zLWJldHdlZW4taXNyYWVsLXBhbGVzdGluZS9hbXAv?oc=5,"Fri, 14 Jul 2023 07:00:00 GMT","Italy calls for resumption of peace process amid tensions between Israel, Palestine  Middle East Monitor"
"The 5 Best City Hotels in North Africa and the Middle East, According to Travel + Leisure Readers - Travel + Leisure",https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vd3d3LnRyYXZlbGFuZGxlaXN1cmUuY29tL2Jlc3QtY2l0eS1ob3RlbHMtaW4tbm9ydGgtYWZyaWNhLWFuZC1taWRkbGUtZWFzdC0yMDIzLTc1MDg2MDjSAQA?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT","The 5 Best City Hotels in North Africa and the Middle East, According to Travel + Leisure Readers  Travel + Leisure"
Japan gas lobby looks to PM's Middle East trip for stable supply - Reuters.com,https://news.google.com/rss/articles/CBMibGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL2J1c2luZXNzL2VuZXJneS9qYXBhbi1nYXMtbG9iYnktbG9va3MtcG1zLW1pZGRsZS1lYXN0LXRyaXAtc3RhYmxlLXN1cHBseS0yMDIzLTA3LTEwL9IBAA?oc=5,"Mon, 10 Jul 2023 07:00:00 GMT",Japan gas lobby looks to PM's Middle East trip for stable supply  Reuters.com
"Israel, Saudi normalization a long way off, Biden says - Reuters.com",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L2lzcmFlbC1zYXVkaS1ub3JtYWxpemF0aW9uLWxvbmctd2F5LW9mZi1iaWRlbi1zYXlzLTIwMjMtMDctMDkv0gEA?oc=5,"Sun, 09 Jul 2023 07:00:00 GMT","Israel, Saudi normalization a long way off, Biden says  Reuters.com"
Sony Music Middle East Appoints Former Spotify Exec Rami Mohsen as Managing Director - Variety,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vdmFyaWV0eS5jb20vMjAyMy9tdXNpYy9nbG9iYWwvc29ueS1tdXNpYy1taWRkbGUtZWFzdC1yYW1pLW1vaHNlbi1tYW5hZ2luZy1kaXJlY3Rvci0xMjM1NjY5MTkyL9IBamh0dHBzOi8vdmFyaWV0eS5jb20vMjAyMy9tdXNpYy9nbG9iYWwvc29ueS1tdXNpYy1taWRkbGUtZWFzdC1yYW1pLW1vaHNlbi1tYW5hZ2luZy1kaXJlY3Rvci0xMjM1NjY5MTkyL2FtcC8?oc=5,"Thu, 13 Jul 2023 07:00:00 GMT",Sony Music Middle East Appoints Former Spotify Exec Rami Mohsen as Managing Director  Variety
Mahmoud Abbas visits Jenin amid growing anger at Palestinian Authority - Middle East Eye,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvcGFsZXN0aW5lLW1haG1vdWQtYWJiYXMtdmlzaXRzLWplbmluLWFuZ2VyLXBhLXdlc3QtYmFua9IBAA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Mahmoud Abbas visits Jenin amid growing anger at Palestinian Authority  Middle East Eye
How the Palestinian Authority became a sub-contractor for Israeli security - Middle East Monitor,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMy1ob3ctdGhlLXBhbGVzdGluaWFuLWF1dGhvcml0eS1iZWNhbWUtYS1zdWItY29udHJhY3Rvci1mb3ItaXNyYWVsaS1zZWN1cml0eS_SAXpodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzA3MTMtaG93LXRoZS1wYWxlc3Rpbmlhbi1hdXRob3JpdHktYmVjYW1lLWEtc3ViLWNvbnRyYWN0b3ItZm9yLWlzcmFlbGktc2VjdXJpdHkvYW1wLw?oc=5,"Thu, 13 Jul 2023 07:00:00 GMT",How the Palestinian Authority became a sub-contractor for Israeli security  Middle East Monitor
PA warns of Israel’s plan to take over Palestine archaeological sites - Middle East Monitor,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxNS1wYS13YXJucy1vZi1pc3JhZWxzLXBsYW4tdG8tdGFrZS1vdmVyLXBhbGVzdGluZS1hcmNoYWVvbG9naWNhbC1zaXRlcy_SAXRodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzA3MTUtcGEtd2FybnMtb2YtaXNyYWVscy1wbGFuLXRvLXRha2Utb3Zlci1wYWxlc3RpbmUtYXJjaGFlb2xvZ2ljYWwtc2l0ZXMvYW1wLw?oc=5,"Sat, 15 Jul 2023 07:00:00 GMT",PA warns of Israel’s plan to take over Palestine archaeological sites  Middle East Monitor
Hezbollah members 'wounded' in explosion at Israel-Lebanon border - Middle East Eye,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLWxlYmFub24taGV6Ym9sbGFoLW1lbWJlcnMtd291bmRlZC1leHBsb3Npb24tYm9yZGVy0gEA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Hezbollah members 'wounded' in explosion at Israel-Lebanon border  Middle East Eye
Palestinians removed from Jerusalem home to make way for Israeli settler takeover - Middle East Eye,https://news.google.com/rss/articles/CBMiZmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLXBhbGVzdGluaWFuLWplcnVzYWxlbS1yZW1vdmVkLWhvbWUtbWFrZS13YXktc2V0dGxlci10YWtlb3ZlctIBAA?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT",Palestinians removed from Jerusalem home to make way for Israeli settler takeover  Middle East Eye
The Palestinian photographer who's been shot 11 times: 'I hate blood and war' - Middle East Eye,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvcGFsZXN0aW5lLXBob3RvZ3JhcGhlci1uYXNzZXItaXNodGF5ZWgtZG9jdW1lbnRpbmctaXNyYWVsLW9jY3VwYXRpb27SAQA?oc=5,"Sun, 16 Jul 2023 07:00:00 GMT",The Palestinian photographer who's been shot 11 times: 'I hate blood and war'  Middle East Eye
"Israel turning Palestinian territories into 'open-air prison', says UN expert - Middle East Eye",https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLXR1cm5pbmctcGFsZXN0aW5pYW4tdGVycml0b3JpZXMtb3Blbi1haXItcHJpc29uLXNheXMtdW4tZXhwZXJ00gEA?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT","Israel turning Palestinian territories into 'open-air prison', says UN expert  Middle East Eye"
"S&Ds: We stand for human rights, freedom and fair peace in Middle East. Why is this controversial for EPP and far-right ... - Socialists & Democrats",https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5zb2NpYWxpc3RzYW5kZGVtb2NyYXRzLmV1L25ld3Nyb29tL3Nkcy13ZS1zdGFuZC1odW1hbi1yaWdodHMtZnJlZWRvbS1hbmQtZmFpci1wZWFjZS1taWRkbGUtZWFzdC13aHktY29udHJvdmVyc2lhbC1lcHAtYW5kLWZhctIBAA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT","S&Ds: We stand for human rights, freedom and fair peace in Middle East. Why is this controversial for EPP and far-right ...  Socialists & Democrats"
US: Three more progressive lawmakers join boycott of Israeli president's speech to Congress - Middle East Eye,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvdXMtdGhyZWUtbW9yZS1wcm9ncmVzc2l2ZS1sYXdtYWtlcnMtam9pbi1ib3ljb3R0LWlzcmFlbGktcHJlc2lkZW50cy1zcGVlY2gtY29uZ3Jlc3PSAQA?oc=5,"Fri, 14 Jul 2023 07:00:00 GMT",US: Three more progressive lawmakers join boycott of Israeli president's speech to Congress  Middle East Eye
Israeli forces kill Palestinian near West Bank settlement - Middle East Eye,https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLXdlc3QtYmFuay1mb3JjZXMta2lsbC1wYWxlc3Rpbmlhbi1zZXR0bGVtZW500gEA?oc=5,"Mon, 10 Jul 2023 07:00:00 GMT",Israeli forces kill Palestinian near West Bank settlement  Middle East Eye
Where is Israel left in the Middle East's US-China balancing out? - opinion - The Jerusalem Post,https://news.google.com/rss/articles/CBMiLGh0dHBzOi8vd3d3Lmpwb3N0LmNvbS9vcGluaW9uL2FydGljbGUtNzQ5OTAx0gEA?oc=5,"Sat, 15 Jul 2023 07:00:00 GMT",Where is Israel left in the Middle East's US-China balancing out? - opinion  The Jerusalem Post
What to know about Palestinian security forces and their role in West Bank - The Washington Post,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS93b3JsZC8yMDIzLzA3LzExL3BhbGVzdGluaWFuLWF1dGhvcml0eS1zZWN1aXJ0eS1mb3JjZXMtd2VzdC1iYW5rLWZhcS_SAQA?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT",What to know about Palestinian security forces and their role in West Bank  The Washington Post
India's Near East: A New History - Malcolm H. Kerr Carnegie Middle East Center - Carnegie Endowment for International Peace,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vY2FybmVnaWVlbmRvd21lbnQub3JnL2V2ZW50cy8yMDIzLzA3L2luZGlhcy1uZWFyLWVhc3QtYS1uZXctaGlzdG9yeT9jZW50ZXI9bWlkZGxlLWVhc3TSAQA?oc=5,"Thu, 13 Jul 2023 07:00:00 GMT",India's Near East: A New History - Malcolm H. Kerr Carnegie Middle East Center  Carnegie Endowment for International Peace
Palestinian Bedouin community relocate after Israeli settlers set tent on fire - Middle East Monitor,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMy1wYWxlc3Rpbmlhbi1iZWRvdWluLWNvbW11bml0eS1yZWxvY2F0ZS1hZnRlci1pc3JhZWxpLXNldHRsZXJzLXNldC10ZW50LW9uLWZpcmUv0gF-aHR0cHM6Ly93d3cubWlkZGxlZWFzdG1vbml0b3IuY29tLzIwMjMwNzEzLXBhbGVzdGluaWFuLWJlZG91aW4tY29tbXVuaXR5LXJlbG9jYXRlLWFmdGVyLWlzcmFlbGktc2V0dGxlcnMtc2V0LXRlbnQtb24tZmlyZS9hbXAv?oc=5,"Thu, 13 Jul 2023 07:00:00 GMT",Palestinian Bedouin community relocate after Israeli settlers set tent on fire  Middle East Monitor
"Palestinian leader calls on world to ‘protect us,’ and his people respond with bitter laughter - CNN",https://news.google.com/rss/articles/CBMiVmh0dHBzOi8vd3d3LmNubi5jb20vMjAyMy8wNy8xNC9taWRkbGVlYXN0L3BhbGVzdGluaWFucy1tb2NrLWFiYmFzLW1pbWUtaW50bC9pbmRleC5odG1s0gFPaHR0cHM6Ly9hbXAuY25uLmNvbS9jbm4vMjAyMy8wNy8xNC9taWRkbGVlYXN0L3BhbGVzdGluaWFucy1tb2NrLWFiYmFzLW1pbWUtaW50bA?oc=5,"Fri, 14 Jul 2023 07:00:00 GMT","Palestinian leader calls on world to ‘protect us,’ and his people respond with bitter laughter  CNN"
"The 10 Best Cities in Africa and the Middle East, According to Travel + Leisure Readers - Travel + Leisure",https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnRyYXZlbGFuZGxlaXN1cmUuY29tL3RoZS1iZXN0LWNpdGllcy1pbi1hZnJpY2EtYW5kLXRoZS1taWRkbGUtZWFzdC0yMDIzLTc1NDcwNDjSAQA?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT","The 10 Best Cities in Africa and the Middle East, According to Travel + Leisure Readers  Travel + Leisure"
Jenin teaches us that Palestinians need a unifying strategy to beat the occupation - Middle East Monitor,https://news.google.com/rss/articles/CBMiiQFodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzA3MTEtbWVldGluZy1vZi1wYWxlc3Rpbmlhbi1mYWN0aW9ucy1nc3MtcHJpb3JpdGlzaW5nLW9uLXVuaXR5LWFuZC1hbi1pbnRlcmltLWdvdmVybm1lbnQtdGhpcy10aW1lL9IBjQFodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzA3MTEtbWVldGluZy1vZi1wYWxlc3Rpbmlhbi1mYWN0aW9ucy1nc3MtcHJpb3JpdGlzaW5nLW9uLXVuaXR5LWFuZC1hbi1pbnRlcmltLWdvdmVybm1lbnQtdGhpcy10aW1lL2FtcC8?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT",Jenin teaches us that Palestinians need a unifying strategy to beat the occupation  Middle East Monitor
"Israel 'no longer a star' on US flag, says Ben Gvir - Middle East Eye",https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLW5vLWxvbmdlci1zdGFyLXVzLWZsYWctc2F5cy1iZW4tZ3ZpctIBAA?oc=5,"Mon, 10 Jul 2023 07:00:00 GMT","Israel 'no longer a star' on US flag, says Ben Gvir  Middle East Eye"
"Huge opportunities in Middle East and Africa, says Cosmoprof panel session - Premium beauty",https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnByZW1pdW1iZWF1dHluZXdzLmNvbS9lbi9odWdlLW9wcG9ydHVuaXRpZXMtaW4tbWlkZGxlLWVhc3QsMjIzNDUsZW7SAQA?oc=5,"Sat, 15 Jul 2023 07:00:00 GMT","Huge opportunities in Middle East and Africa, says Cosmoprof panel session  Premium beauty"
The symbol as resistance: Sliman Mansour on occupation and Palestinian identity - Middle East Eye,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L2Rpc2NvdmVyL3BhbGVzdGluZS1pc3JhZWwtYXJ0aXN0LXNsaW1hbi1tYW5zb3VyLXN5bWJvbC1yZXNpc3RhbmNlLWlkZW50aXR50gEA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",The symbol as resistance: Sliman Mansour on occupation and Palestinian identity  Middle East Eye
Palestinian opens fire at Israeli soldiers and is shot dead - Reuters.com,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LnJldXRlcnMuY29tL3dvcmxkL21pZGRsZS1lYXN0L3BhbGVzdGluaWFuLW9wZW5zLWZpcmUtaXNyYWVsaS1zb2xkaWVycy1pcy1zaG90LWRlYWQtMjAyMy0wNy0xMC_SAQA?oc=5,"Mon, 10 Jul 2023 07:00:00 GMT",Palestinian opens fire at Israeli soldiers and is shot dead  Reuters.com
"Jenin, Palestine: An ongoing catastrophe - Middle East Monitor",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxNC1qZW5pbi1wYWxlc3RpbmUtYW4tb25nb2luZy1jYXRhc3Ryb3BoZS_SAVZodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzA3MTQtamVuaW4tcGFsZXN0aW5lLWFuLW9uZ29pbmctY2F0YXN0cm9waGUvYW1wLw?oc=5,"Fri, 14 Jul 2023 07:00:00 GMT","Jenin, Palestine: An ongoing catastrophe  Middle East Monitor"
Air Force C-21 VIP Jet Departs Middle East For Last Time After 32 Years - Air & Space Forces Magazine,https://news.google.com/rss/articles/CBMiOWh0dHBzOi8vd3d3LmFpcmFuZHNwYWNlZm9yY2VzLmNvbS9haXItZm9yY2UtYy0yMS1sZWFyamV0L9IBAA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Air Force C-21 VIP Jet Departs Middle East For Last Time After 32 Years  Air & Space Forces Magazine
"PA has ‘lost its credibility,’ Biden tells CNN - Middle East Monitor",https://news.google.com/rss/articles/CBMiV2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMi1wYS1oYXMtbG9zdC1pdHMtY3JlZGliaWxpdHktYmlkZW4tdGVsbHMtY25uL9IBW2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMi1wYS1oYXMtbG9zdC1pdHMtY3JlZGliaWxpdHktYmlkZW4tdGVsbHMtY25uL2FtcC8?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT","PA has ‘lost its credibility,’ Biden tells CNN  Middle East Monitor"
"In 2022, Donor Governments Spent US$8.2 billion on Efforts to Fight HIV/AIDS Globally, Returning to 2020 Funding ... - KFF",https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5rZmYub3JnL2dsb2JhbC1oZWFsdGgtcG9saWN5L3ByZXNzLXJlbGVhc2UvaW4tMjAyMi1kb25vci1nb3Zlcm5tZW50cy1zcGVudC11czgtMi1iaWxsaW9uLW9uLWVmZm9ydHMtdG8tZmlnaHQtaGl2LWFpZHMtZ2xvYmFsbHkv0gEA?oc=5,"Thu, 13 Jul 2023 07:00:00 GMT","In 2022, Donor Governments Spent US$8.2 billion on Efforts to Fight HIV/AIDS Globally, Returning to 2020 Funding ...  KFF"
Has Israel greenlighted the killing of senior Hamas leaders? - Middle East Monitor,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMi1oYXMtaXNyYWVsLWdyZWVubGlnaHRlZC10aGUta2lsbGluZy1vZi1zZW5pb3ItaGFtYXMtbGVhZGVycy_SAWtodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzA3MTItaGFzLWlzcmFlbC1ncmVlbmxpZ2h0ZWQtdGhlLWtpbGxpbmctb2Ytc2VuaW9yLWhhbWFzLWxlYWRlcnMvYW1wLw?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Has Israel greenlighted the killing of senior Hamas leaders?  Middle East Monitor
Jenin: Abbas bids to reassert control with rare visit after Israeli assault - BBC.com,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NjE3NTYwMNIBN2h0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy93b3JsZC1taWRkbGUtZWFzdC02NjE3NTYwMC5hbXA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Jenin: Abbas bids to reassert control with rare visit after Israeli assault  BBC.com
Thomas Friedman is one step closer to abandoning Zionism - Middle East Monitor,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMi10aG9tYXMtZnJpZWRtYW4taXMtb25lLXN0ZXAtY2xvc2VyLXRvLWFiYW5kb25pbmctemlvbmlzbS_SAWhodHRwczovL3d3dy5taWRkbGVlYXN0bW9uaXRvci5jb20vMjAyMzA3MTItdGhvbWFzLWZyaWVkbWFuLWlzLW9uZS1zdGVwLWNsb3Nlci10by1hYmFuZG9uaW5nLXppb25pc20vYW1wLw?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Thomas Friedman is one step closer to abandoning Zionism  Middle East Monitor
Israel had numerous military failures in Jenin - Middle East Monitor,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMS1pc3JhZWwtaGFkLW51bWVyb3VzLW1pbGl0YXJ5LWZhaWx1cmVzLWluLWplbmluL9IBXmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMS1pc3JhZWwtaGFkLW51bWVyb3VzLW1pbGl0YXJ5LWZhaWx1cmVzLWluLWplbmluL2FtcC8?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT",Israel had numerous military failures in Jenin  Middle East Monitor
Three Worlds: The high price Arab-Jews paid for the Zionist project - Middle East Eye,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L29waW5pb24vYXZpLXNobGFpbS1tZW1vaXItaGlnaC1wcmljZS1hcmFiLWpld3MtemlvbmlzdC1wcm9qZWN00gEA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Three Worlds: The high price Arab-Jews paid for the Zionist project  Middle East Eye
US central command says it killed ISIS leader in Eastern Syria - Reuters.com,https://news.google.com/rss/articles/CBMihQFodHRwczovL3d3dy5yZXV0ZXJzLmNvbS93b3JsZC9taWRkbGUtZWFzdC91cy1jZW50cmFsLWNvbW1hbmQtc2F5cy10aGV5LWtpbGxlZC1pc2lzLWxlYWRlci11c2FtYWgtYWwtbWFoYWppci1lYXN0ZXJuLXN5cmlhLTIwMjMtMDctMDkv0gEA?oc=5,"Sun, 09 Jul 2023 07:00:00 GMT",US central command says it killed ISIS leader in Eastern Syria  Reuters.com
"Israel approved record number of housing units in illegal settlements, says Peace Now - Middle East Eye",https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvSXNyYWVsLWFwcHJvdmVkLXJlY29yZC1ob3VzaW5nLXVuaXRzLWlsbGVnYWwtc2V0dGxlbWVudHMtc2F5cy1wZWFjZS1ub3fSAQA?oc=5,"Fri, 14 Jul 2023 07:00:00 GMT","Israel approved record number of housing units in illegal settlements, says Peace Now  Middle East Eye"
Israel-Lebanon: What's happening at the Blue Line? - Middle East Eye,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXNyYWVsLWxlYmFub24tYmx1ZS1saW5lLXdoYXQtaGFwcGVuaW5n0gEA?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT",Israel-Lebanon: What's happening at the Blue Line?  Middle East Eye
Sudan's Conflict Is Turning Into a Saudi-UAE Proxy War for Gulf Hegemony - Foreign Policy,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vZm9yZWlnbnBvbGljeS5jb20vMjAyMy8wNy8xMi9zdWRhbi1jb25mbGljdC1zYXVkaS1hcmFiaWEtdWFlLWd1bGYtYnVyaGFuLWhlbWV0aS1yc2Yv0gEA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Sudan's Conflict Is Turning Into a Saudi-UAE Proxy War for Gulf Hegemony  Foreign Policy
Revealed: How Iraq's calm became a deadly threat for one pro-Iran leader - Middle East Eye,https://news.google.com/rss/articles/CBMiTWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3RleWUubmV0L25ld3MvaXJhcS1pcmFuLWNhbG0tYmVjYW1lLWRlYWRseS10aHJlYXQtbGVhZGVy0gEA?oc=5,"Wed, 12 Jul 2023 07:00:00 GMT",Revealed: How Iraq's calm became a deadly threat for one pro-Iran leader  Middle East Eye
Palestinian population rises to 14.5m - Middle East Monitor,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMS1wYWxlc3Rpbmlhbi1wb3B1bGF0aW9uLXJpc2VzLXRvLTE0LTVtL9IBVWh0dHBzOi8vd3d3Lm1pZGRsZWVhc3Rtb25pdG9yLmNvbS8yMDIzMDcxMS1wYWxlc3Rpbmlhbi1wb3B1bGF0aW9uLXJpc2VzLXRvLTE0LTVtL2FtcC8?oc=5,"Tue, 11 Jul 2023 07:00:00 GMT",Palestinian population rises to 14.5m  Middle East Monitor
